TEXT,Classified 1,Classified 2
"Happy July!!! My birthday month!!! ðŸ¥³ Also, first of the month and we're still living through a pandemic. Wear your mask. ðŸ˜· Also, #BlackLivesMatter âœŠðŸ¾",pro,pro
@timspivey The deal with mask wearing though is everyone has to do it... not just 75%. Masks protect the other person and not you as the virus can penetrate most masks. Again the South Korea/Hong Kong model is what we have to do or we are going to be talk,pro,pro
if making a mask rlly makes u that uncomfortable donâ€™t leave your house. Cause u making everyone else uncomfortable by not wearing one.,pro,pro
Not down to be surrounded by white ppl not wearing masks at work this weekend,pro,pro
"@scalpelatc @PrestonSJohnson @CNBC Stop acting like everyone was on hosiery street. Jesus, you conservatives are so damn dramatic. Oh now, weâ€™re being asked to wear a mask - ma freedumbs!",against,against
@DenverProphitJr You seem to have missed my point: The President of the United States:  1. Encourages people not to wear masks 2. Has social distancing messages removed from rally venues 3. Suggests people ingest or inject bleach. 5. Has peaceful protesto,neutral,neutral
maybe drs and nurses should refuse to care for everyone unless the country all starts wearing masks after all the are at risk of death,pro,pro
"@lsanger I donâ€™t want lockdowns, and you make a good point, but I do want mask wearing and public places to shut down if the virus hits certain thresholds. Like overwhelming the hospitals. At the end of the day we are trying to protect healthcare worker",pro,pro
Wear your fucken mask,pro,pro
@ShipMyMoneyDFS @bordersroad But did you do the studies? Thatâ€™s the thing. Thereâ€™s a very strong case for masks being detrimental to the body. Wear a mask for a week and measure your oxygen in the blood youâ€™ll see a significant decline. I understand,against,against
@mitchellreports @KerryNBC Simple physics. Wear a mask so you or someone else isnâ€™t blasting breath at you.,pro,pro
"@rbrice88 @vegastystad @CAgovernor @GavinNewsom Unless youâ€™re in a large gathering of people not wearing mask, youâ€™re not likely to catch it while youâ€™re outside. Thatâ€™s not how Covid spreads.",neutral,neutral
"@KUSINews @jim_desmond If the beaches remain open for July 4th. Hundreds to thousands of unnecessary illnesses and deaths will be on your hands. Stay home, wear masks, and social distance.",pro,pro
"@Patriotize @realDonaldTrump @CNN @FoxNews Says the guy wearing a tutu, sandals and a mask ðŸ˜·ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",unrelated,unrelated
"@NewsandGuts Let them hug &amp; kiss &amp; shake hands &amp; shout. Tell MAGA, wearing a mask makes them look weak  Natural selection will weed out the dummies who follow POTUS",pro,pro
@KWarrior33 @10News Wear a mask you dope. Report this bot.,pro,pro
Why canâ€™t people weap their heads around the fact that wearing a mask prevents you giving it to someone else. Maybe if we all wore won we would stop the spread. Crazy I know...ðŸ¤¦ðŸ»â€â™‚ï¸,pro,pro
Someone fucking help me! Iâ€™m at the DMV because of registration of my moms new car but damn thereâ€™s long lines everywhere &amp; not a lot of people wearing masks!  Wear your masks when going in public! Protect yourself!,pro,pro
"This white boomer came into my work wearing his airpods with the ends sticking straight out of his ears like some sort of q tip alien monster, and I am so thankful my mask hid my gasp when I saw it",pro,pro
"@JoeBiden Please get young, hip celebrities to put out PSAs or do a  TV music special on mask wearing. Perhaps if we get well known icons being shown with masks we can get young people to think it is cool or at minimum worth taking seriously!! #safeforour",pro,pro
@PPRPapaPig @KUSINews @SullyOnTheAir @GavinNewsom @KUSI_GMSD I hope he is wrong also.  His attitude of not being told what to do is large reason why we took such a large step backward.   It is basic courtesy and respect to wear a mask.  Not everyone is li,pro,pro
New York:  In the last 24 hours 4 people died from Coronvirus and 19 died from gunshot wounds.   Are we supposed to wear masks or bullet proof vests?,neutral,neutral
@rebe_duraan I swear I donâ€™t know why people act like their elite or something just by not wearing a mask but then again itâ€™s those who support trump who think like that so maybe thereâ€™s a correlation with their stupidity ðŸ¤·ðŸ»â€â™€ï¸,pro,pro
"@BBCScienceNews In April, my sister was infected with #COVID as a skilled healthcare worker.  We were in a one-bedroom apartment,  as best we could, we cleaned, social distanced &amp; took turns wearing masks. She has antibodies now &amp; I don't. Coincid",neutral,neutral
"@Fat_Summers @YourLocalJacob @EricDJuly @Ninja It bears repeating, I dont give a fuck what other countries do. I dont care if you wear a mask or dont. If you support government violence to force people to wear masks you are a violent thug.",against,against
The people who are mad about closing up again are the same people who refuse to wear a mask and....why do you think we gotta re close?? WEAR A DAMN MASK,pro,pro
@TimeToAct13 @GavinNewsom Because he saw what it was doing to the economy and peopleâ€™s lives.  They put out strict guidelines.   Had people followed them we might not be where we are.    Just in Los Angeles and no one is wearing a mask,pro,pro
@PrestonSJohnson @scalpelatc @CNBC Because protesters typically wear masks. Now say the same about Trump rallies and the â€˜open X stateâ€™ people. Iâ€™ll wait.,pro,pro
"@realDonaldTrump    To President Trump,  Man up and wear a mask.",pro,pro
@jzpr You have to wear mask at all times,pro,pro
@marcorubio Do we have any definitive proof that anyone has died from not wearing a mask?,neutral,neutral
"My highlight of the week so far is handing a homeless woman $20 and she thanked me by folding Andrew Jackson's neck over his face to make it look like he's wearing a mask and pointing out ""2020"" on the edges of the bill",neutral,neutral
Freedom should not mean that anyone has a license to be aggressively stupid. Wear a mask and adhere to distancing advice and stop being a pawn in the dumbest chess game ever!,pro,pro
@WalshFreedom Youâ€™d think these clowns would lighten up on masks since theyâ€™re likely to be wearing them in public for pretty much forever,neutral,neutral
"@mitchellvii Well you are one weak SOB then. I'm a 60 year old 5'2"" 110 lbs woman and I wear a mask daily for 4 hours at a stretch and I breathe just fine.",pro,pro
"4/ ""Yet the evidence is hardly strong enough to elevate mask-wearing into the epitome of moral behavior. Doing so reflects a greater preoccupation with the psychological effect of masksâ€”perhaps as a restoration of control in the face of an unseen and often perplexing enemy...""",neutral,neutral
"2/ ""More than anything, the scientific rationale behind masks appears to be that wearing them does little harm... The viral particles that spread Covid-19 are tiny bundles of proteins and nucleic acids, about 0.1 micron in sizeâ€”or one hundred-thousandth of a centimeter. """,pro,pro
There was these two gym thots not wearing masks ðŸ™„ these hoes anooying,pro,pro
@leisurefriar Almost everyone I see is wearing them in public. He just doesnâ€™t want to take ownership for the spike...so heâ€™s blaming the imaginary mass non-mask wearing. There are at least 2x the number of people wearing masks I remember seeing at th,neutral,neutral
@washingtonpost HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA.  No. I will continue to mock anti-science bullshit from all political spectrums until my dying breath. Wear a fucking mask.,pro,pro
"@timspivey The blame game is getting ridiculous. Truth is ALL gatherings are at fault. This is a very contagious virus. Unless we as Americans are willing to do what South Korea did (stay home, wear masks, no parties) then this whole back and forth who is",pro,pro
"@liliyawnas Quarantine worked for a while, but it failed because it destroyed the economy, and the wuhan epidemic is not under control in areas with intensive use of air conditioning, where the heat makes wearing a mask a hardship many won't endure. I bel",neutral,neutral
@Fat_Summers @YourLocalJacob @EricDJuly @Ninja And there you go missing the point. Government should not be used to force people to wear masks. It should be a voluntary. The gripe is advocating or supporting government violence to coerce people into weari,against,against
@JReggel Do the people in Germany wear their masks when in public? What's it like there since COVID-19?,neutral,neutral
@TomiLahren The problem too many people donâ€™t wear them especially the younger people or Trump supporters that are out &amp; about at the bars and no one mentions all those ptotesters either. In Taiwon it works so obviously we want our freedom to not we,unrelated,unrelated
@djpauli1960 @KUSINews @jim_desmond Which ones.  Probably the first ones right?  By first ones I mean all the non mask wearing ones that wanted to get their nails and hair done.  Right?,neutral,neutral
@thehill Why is it only the secret service personnel is responsible enough to be wearing a mask?,pro,pro
@TONYxTWO @KamalaHarris Yeah yeah and if they werenâ€™t telling us to wear one youâ€™d be bitching about how we should be. Put the damn mask on people itâ€™s temporary,pro,pro
@jonathan_carone Stay safe. Wear a mask.,pro,pro
Lol at the people in Palm Beach that think theyâ€™re above wearing a mask and crying like little babies to the Commission. Wear. A. Mask. Youâ€™re. Fine.,pro,pro
@stillgray The mask wearing and social distancing they are practicing is so amazing....ðŸ™„ðŸ™„ðŸ™„.  Maybe NY can shut up about FL and TX with all this lunacy in their  streets.,pro,pro
"@nbcsandiego If people donâ€™t want to wear a mask,just stay home or stay away from businesses that require you to wear one.",pro,pro
@dave_farkas @kylegriffin1 @maddow How are you protecting me by wearing a mask? Do you have it?  Trump said the virus would disappear because WHO said human to human transfer was unlikely. Thatâ€™s why Biden called Trumpâ€™s travel ban xenophobic. Joe was,neutral,neutral
"If you think wearing a mask is inconvenient try being strapped to a ventilator. Donâ€™t be an ass, wear a mask.",pro,pro
"Biden:  ""I would do everything possible to make it required that people have to wear masks in public.""  Is this what you want to elect?  Asking for myself.",neutral,neutral
@lsanger I donâ€™t understand why wearing a mask is a violation of your rights. Itâ€™s for our health and safety. Isnâ€™t it just like wearing a seatbelt. Why arenâ€™t people protesting that?,pro,pro
"@mollyloretta Yeah some do, some dont. Iâ€™d just rather play it safe. Usually about 10-20% wearing a mask in gym. Today it was probably 2%",neutral,neutral
@realDonaldTrump How about caring more for THE PEOPLE??? Itâ€™s all about $$$ for you!!! People are dropping like flies and u STILL get all stubborn instead of listening to THE PEOPLE!!! WEAR A FRICKING MASK!!!!,pro,pro
"@statesdj @hyperplanes Stocked up on surgical masks &amp; kn95 in prep for the worst to come and mailed a bunch to our parents who sadly arenâ€™t taking it as seriously as we are and are in worse hotspots. Weâ€™re in San Diego, dads in Houston and MIL is ",pro,pro
@rarsaurusrex @valerie_modesto @DefiJustBrit @Katelyn87Am @ploop52 @lesliejoy Iâ€™ve seen virtually 100% mask wearing at the ones I go to.,neutral,neutral
My kids school start date is supposedly August 19. But i donâ€™t see how making children wear mask 6 hours gonna work. My kids be ready to take it off after 1 hour.,against,against
"@iwillhelpnoone @BillyJa03941162 @realDonaldTrump @SenateGOP @senatemajldr @HouseGOP You make no sense and youâ€™re embarrassing yourself.  Just yesterday, public health leaders of our country testify under oath about the severity of this global pandemic.",pro,pro
@Kate_Chastain Who does that anymore? We're all wearing masks!,pro,pro
"@TheBlueWave205 @jean27_chanequa @vMotiionz @Erishkagel @Outlookindia So what do you want people to do? Wear masks on Twitter? Sometimes you have to weigh the options. And if done safely, not wearing mask needs to be an option that must continue.",neutral,neutral
@Naschwillian @USMCNoggin @1crazy_toaster @QSimpleAnswers @BstKidEva Wearing a mask DOES protect from the novel coronavirus.  It does not increase the chance of developing pneumonia. There are people who have to wear masks for their jobs daily (even befor,pro,pro
@GlamandGore This shouldnâ€™t be based on age. It should be based on whether people are quarantining and wearing their masks... if someone is being careless they shouldnt be receiving the medical attention they donâ€™t deserve as oppose to someone who cau,pro,pro
@birka999 @HoboAndJam @kaydeegrace132 @vegansbaby @LasVegasLocally Remember the masks that weâ€™re using donâ€™t actually protect the person wearing them. They protect everyone around them from that personâ€™s breath/fluids. So all it takes is one person ,pro,pro
Never i our history of flu pandemics have we been told to wear the facial Bitch- Mask.  Why now?    because it is 2020 election year on the table and all the stops are being pulled. No mask here. F off.,against,against
Surgeon General Says U.S. Economy Will Not Fully Reopen Unless All Americans Wear Face Masks  Nope. Piss off with that rhetoric son. Useful Idiots wear masks to be muzzled and controlled.,against,against
"We are deluged with Fake News propaganda, many are still sheltered at home and wearing masks. Law &amp; Order is being cast aside in many states. No one speaks out. Not @GOP or Republican ""leaders."" All cowering and afraid of BLM/Antifa mobs.  Make Friday, July 10 ""Thank a Cop Day""",against,against
"@Strandjunker @realDonaldTrump @CNN @FoxNews Just as hard for him as to say â€œBlack Lives Matterâ€ or to wear a mask. Never show weakness, never admit guilt or failure.",unrelated,unrelated
@fearnoMAGAt Yea wear a mask and double fuck trump!!,pro,pro
More closures expected today all because idiots canâ€™t just wear a f*cking mask when they go out ðŸ¤¬,pro,pro
@FLOTUS Canâ€™t you get Don to wear a mask?   What is it like being married to such a moron?,pro,pro
"If your answer is yes, have you found something that is effective (i.e. they now wear a mask)?",neutral,neutral
@p8prclip @forrestmaready I am legitimately exempt from wearing a mask. I have a legit note. And yet I was shamed and harassed at the doctorâ€™s office on Monday by 3 people who should have known better.  #upsidedownworld,neutral,neutral
"@realDonaldTrump wear a fuckin mask. Lead, set an example. Stop tweeting. Grow up",pro,pro
"If you live in a place where masks are required and you see someone not wearing a mask, do you say something to them?",neutral,neutral
"@elonmusk @geekwire @elonmusk I encourage you to stick to making cars (they are wonderful) and quit spreading misinformation that is going to lead to more deaths. If you want to make money, tell people to wear masks...that will allow us to function as a s",pro,pro
The amount of people who dont wear masks and try to convince others not too also is literally embarrassing and dooming our entire planet.,pro,pro
"@ABPC84 @stalyn71 @brithume Adults know how to socially distance appropriately, wear masks  when social distancing is impossible, and exercise good hand-washing hygeine, right? Come on. Get a grip on yourself. You can do it.",pro,pro
@dave_farkas @kylegriffin1 @maddow If social distancing is important then why did my democrat governor allow the protests and riots? Sure. Wear a mask. Who is stopping you?  What did Trump lie about with regards to the pandemic,pro,pro
"@Hidey_Kato We are hanging in there, as they say. Mostly we are waiting for other California counties &amp; US states to get their mask-wearing under control. The sooner they do, the better, but alas, many think their freedom is at stake by wearing one. ð",neutral,neutral
"@KateTHuggins @HungryScribbler Yeah, this attitude, exactly. Somehow, mask wearing became part of the ""culture war."" It's so strange to me that the idea of helping other people is partisan, and so much so that they get ANGRY about it.",neutral,neutral
@dave_farkas @kylegriffin1 @maddow Yes. Fine. The death rate is remarkably low and it affects the old. The old should shelter in place and democrat governors should stop turning nursing homes into concentration camps. Governors make mandates for wearing m,neutral,neutral
Wearing a mask in public but then going to parties is totally pointless. How are you justifying â€œprotecting the publicâ€ but not protecting people at said party and those that they eventually come in contact with??,pro,pro
Wear a mask. Save lives and the economy.,pro,pro
"Confession: I stuff my mask in between oatmeal raisin cookies so when I wear it, thatâ€™s all I smell ðŸ˜‹ðŸª #wearamask",pro,pro
@nbcsandiego Dies of covid19 wasnâ€™t wearing a mask.  Trumps fault,pro,pro
"@SteveDiGioia @ImMarkBernhardt @MarshaCollier Sorry we missed you Tuesday night. Hope you and your team are healthy and safe. In our hospitality lifetime, I am sure you would agree we have not experienced anything like this. Maybe you can write a post for",unrelated,unrelated
@nowthisnews So..we're comparing wearing a mask to slavery? ðŸ™„,neutral,neutral
I have a July challenge for @eosfit: make your members wear a mask. #coronavirus,pro,pro
@SteveDoocy  Constantly asking for Pres Trump to wear a mask ..brought you into the light We now know you played a Deepstate card RINO What scientific evidence do you have to explain if wearing a cloth or paper mask you won't get or spread a virus .None b,against,against
"@SandyinSD @Kelleyrose20 Yeah, the same idiots not wearing masks are the ones crying the loudest about staying at home.",neutral,neutral
@JCurbbun @nbcsandiego Who said I wasnâ€™t wearing a mask. I am just pointing out the obvious to the sheeple.,neutral,neutral
All these people who say itâ€™s â€œunconstitutionalâ€ to be forced to wear a mask need to rethink their logic. Legally you have to wear clothes in public or you will be arrested for public indecency; which doesnâ€™t even have the potential to kill someone. #WearADamnMask,pro,pro
@GothamNurse Selfish country that won't wear masks selfishly buys all stock of drug that might prevent the preventable death of its citizens,pro,pro
"@HGLibertarian @WendyEAraujo @EAlvarezKUSI @KUSINews @KUSI_GMSD You arenâ€™t defending freedom, youâ€™re doing the exact opposite. You seriously canâ€™t wear a mask or social distance for the well being of others? That makes you a coward.",pro,pro
I feel like Iâ€™m the only one wearing a mask in Ohio,pro,pro
"This despite the fact that many San Diegans assumed our proximity to Baja would kill us all. ""Oh my god, they'll swarm over here and..."" what, exactly? Teach us how to stay home and wear masks?",unrelated,unrelated
I donâ€™t want to wear a mask! The mask is not right for me!! You cannot prescribe everyone a mask!! N-O!!!! Repeat! No means no!! @cdc @who @nih @CAPublicHealth,against,against
You need to mind your own goddamn business!!! You are being paranoid!!! You are reporting medical misinformation!!! @cdc @nih @who @CAPublicHealth It is not your call if I wear a mask!!,against,against
@thehill Wear a mask!,pro,pro
@senatemajldr â€¼ï¸ðŸ˜·ðŸ’¯ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ’¯â€¼ï¸ DID IT â€¼ï¸ðŸ˜·â€¼ï¸ðŸ˜·ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¥´ðŸ¦ ðŸ¦ ðŸ¥´ðŸ¦ ðŸ¥´ðŸ¥´ HURT TO WEAR A ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·â€¼ï¸ðŸ¦ ðŸ¦ ðŸ¦ ðŸ¦ â€¼ï¸â€¼ï¸ A MASK â‰ï¸ðŸ¦ â‰ï¸ðŸ¦,unrelated,unrelated
@ryonitmedia @ali Keep your distance &amp; masks arenâ€™t necessary. Iâ€™ll wear a mask in close quarters but prefer to avoid close quarters.,against,against
"@okiemoody @Samanth39002227 @SenSchumer @GOP @SpeakerPelosi @LindseyGrahamSC @senatemajldr And for you DON'T wear a mask, now that's smart.",against,against
@Mcphie00 @LooloosHideOut Did you know you can be jailed if you refuse TB treatment? Itâ€™s a potentially fatal respiratory infectious disease. Same balance between individual freedom &amp; public health weâ€™re struggling with. Wearing a mask ainâ€™t tha,pro,pro
"@sue_lou_gordon I'd ask if you could save a spot for me and my two kids in Canada, but smartly they are refusing flights and keeping the border closed because we refuse to wear masks and follow simple steps to avoid spreading the plague...",pro,pro
"Me: Iâ€™m not wearing a mask.  Her: Well, youâ€™re not coming in.  Replace â€œmaskâ€ with â€œcondomâ€  I donâ€™t need law to tell me to protect myself AND her.   #WednesdayWisdom #WearAMask #survivor2020",pro,pro
@realDonaldTrump â€¼ï¸â˜ ï¸â€¼ï¸ðŸ’€ KARMA WILL ALWAYS GET â€¼ï¸ðŸ’€ YOU â˜ ï¸ðŸ’€ðŸ˜µðŸ˜µðŸ˜µðŸ¤‘ðŸ¤®ðŸ¤¢.   â€¼ï¸ðŸ’¯â˜ ï¸ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜· WEAR A â€¼ï¸ðŸ˜·ðŸ˜· MASK ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·â˜ ï¸â€¼ï¸ðŸ’¯ðŸ’¯ðŸ’¯,unrelated,unrelated
@Uber Dont worry uber they'll still use your service and they'll wear a mask while doing so. Anti mask people come into the store I work at and they still put on a mask because that's how badly they want a smoothie. The people under these comments are dum,pro,pro
"@KimStrassel He harshly criticized people not wearing masks, but if you canâ€™t control yourself and want to take down some statues and deface govt property he will look the other way.  Thanks Joe!",pro,pro
@emilykmil @QuancyClayborne @CheriJacobus Or ORDER food ONLINE! Lots of people are doing it! Not the best but nobody makes you wear a MASK!,neutral,neutral
Every body in United States needs to wear mask and social distance If every state is during different governing this isnâ€™t going work. Masses of people will infective,pro,pro
@SharonJWright1 @QuancyClayborne Over wearing a MASK! They're being children. Big stupid children. And they're GENERALLY a Magat throwing a missy fit about their Rights!!,pro,pro
@BradleyWhitford Oh. Well hereâ€™s an idea: the masks arenâ€™t meant to accommodate smoking. So while your wearing a mask put the cancer sticks away,pro,pro
"@JoeBiden Fauci recommended not wearing masks, and that stupid advice of his caused tens of thousands of deaths.  If we allow scientists to tell us what to do, then we will be really screwed up, because they are usually unprepared to make practical real l",pro,pro
"Striking trend: Saw many families walking on boardwalk yesterday, mom &amp; dad not wearing masks. But all of their kids were wearing masks.",neutral,neutral
"@kaydeegrace132 ðŸ’†ðŸ¼â€â™€ï¸ Breath slow &amp; still, try following meditation guided breathing audio to help relax muscles &amp; open lungs.      unfortunately makeshift fabric &amp; disposable masks is false security, everyone needs N95 grade mask ",neutral,neutral
@medicinaleaches EXACTLY LOL wear a mask and use hand sanitizer,pro,pro
Can people listen and stay home and wear a mask itâ€™s not that hard to listen is it,pro,pro
@TIKdOffPinsNTh1 @funder @katw423 Last I checked Magats still were still putting down mask wearing or wearing it on their double chin and walking against the Arrows in the grocery stores...just for fun and aggravation of others. So no. Don't Depend on the,pro,pro
"@LP002 @FarandWidecom You don't need to wear a mask #outside unless you're in the crowd and within 6 to 10 feet of other people  #CommonSense -  if you don't have any, stay home",neutral,neutral
@Drift0r I wont be wearing a mask unless it's a full ninja uniform. That or I stay in.,against,against
@DarkBlondAngel @RAF_Luton @AFPAA @RoyalAirForce oh go cause a scene bc someone tried to make you wear a mask,pro,pro
@ChrisHayes092 @davidschraer @JoeDunman @jaymills We canâ€™t even get people to not harass and threaten people that are wearing masks.,neutral,neutral
"@PaxChristi0010 @Hoovs11 @WhitneyCummings By not wearing a mask you are going against fundamental American ideas and the constitution. By not wearing a mask you are impeding upon someone else's freedom, life, and by extending the pandemic, property. Your ",pro,pro
@TheDangerousAnt @georgew95304553 @connorcollins @K_Censored @chefdavenj @TimRunsHisMouth @ChelseaClinton @realDonaldTrump @NYGovCuomo Not only that but every other country with a higher rate of adherence to social distancing and mask wearing protocols ha,pro,pro
WTF Fox and Friends Telling the President to wear a mask closet RINO  I have never wore a mask and won't.. He gave no Scientific Reason why anybody should wear a mask  That's him finished in my eyes  He has taken the 30 pieces of Silver ....,against,against
@realDonaldTrump   1. Wear Masks 2. MORE testing 3. Contact Tracing  You want to beat the #Coronavirus? This is how you do it. #COVID19 #pandemic,pro,pro
I've been saying everyone who gets tested who show that they had the virus and got over it so they are now no longer a threat to anyone needs to wear an Gov Official Armband (GOA) so we can see more more people in public wearing armbands and not masks.,neutral,neutral
Someone laughed at me for wearing a mask at my work today. I hate San Diego. Really missing the central coast lately,pro,pro
@MayorOfLA The @LASDHQ or @LAPDHQ  don't even wear mask. They don't respect citizens of Los Angeles and neither do you. You cannot expect the public to follow rules when public servants/officials don't. @Laurasharkcw @TomMFZebra has plenty of videos,pro,pro
I'm just tryna wear my ðŸ’„lipstick without this mask fuckin it up! ðŸ’‹,against,against
I'm just tryna wear my lipstick with this mask fuckin it up!ðŸ’„ðŸ’‹,against,against
@JoshMalina I currently live in a country where itâ€™s been required to wear a mask for months. The fragility of Americans around the issue of wearing a mask astounds me.,pro,pro
I like wearing a mask so strangers or people I know canâ€™t see my face in public and shit I be having mad social anxiety,pro,pro
The people I see partying and pretending like the pandemic is a myth are the same people that wear a mask without covering their nose. Thatâ€™s some clown shit ðŸ¤¡,pro,pro
"The last few times Iâ€™ve had food delivered to my house, both pizza and DoorDash, the delivery people have not been wearing masks. And almost none follow the contactless delivery systems set in place. They text me to come out. Did the rules change or something?",pro,pro
@AtkristenS @Jared808 @drdavidsamadi If he knows he doesn't have it..why wear a mask?,neutral,neutral
"@samanthamarika1 I live in San Diego County when only 18 people have died from COVID without any comorbidities, 325 with comorbidities out of a population over 3,300,000. King of California has decreed we must wear masks.",neutral,neutral
